writing-source-title,writer-name,prayer-line
Prayers and Meditations,Mirra Alfassa,"How much better I know Thee, understand Thee!"
Prayers and Meditations,Mirra Alfassa,"Each time I find Thee anew, my communion with Thee grows more integral, more complete, more definitive."
Prayers and Meditations,Mirra Alfassa,"O Presence of ineffable beauty, thought of supreme redemption, sovereign power of salvation, with what joy all my being feels Thee living within it, sole principle of its life and of all life, wonderful builder of all thought, all will, all consciousness."
Prayers and Meditations,Mirra Alfassa,"On this world of illusion, this sombre nightmare, Thou hast bestowed Thy divine reality, and each atom of matter contains something of Thy Absolute."
Prayers and Meditations,Mirra Alfassa,"Thou art, Thou livest, Thou radiatest, Thou reignest."
Prayers and Meditations,Mirra Alfassa,"O LORD, divine Master of Love, Thou art the eternal victor, and those who become perfectly attuned to Thee, those who live for Thee alone and by Thee alone, cannot but win all victories; for in Thee is the supreme force, the force of complete disinterestedness, of perfect clear-sightedness, sovereign kindness."
Prayers and Meditations,Mirra Alfassa,"In Thee, by Thee, all is transfigured and glorified; in Thee is found the key to all mysteries and all powers."
Prayers and Meditations,Mirra Alfassa,"But one can attain Thee only if one no longer desires anything except to live in Thee, serve Thee, make Thy divine work triumph more swiftly for the salvation of a greater number of men."
Prayers and Meditations,Mirra Alfassa,"O Lord, Thou alone art real and all else is an illusion; for when one lives in Thee one sees and understands all things, nothing escapes Thy perfect knowledge, but everything wears another appearance; for all is Thou in essence, all being the fruit of Thy work, of Thy magnanimous intervention; and in the most sinister darkness Thou couldst kindle a star."
Prayers and Meditations,Mirra Alfassa,May our devotion grow ever deeper.
Prayers and Meditations,Mirra Alfassa,May our consecration grow ever more perfect.
Prayers and Meditations,Mirra Alfassa,"And mayst Thou, already the real sovereign of life, become in effect its true sovereign."
Prayers and Meditations,Mirra Alfassa,"O THOU who art the sole reality of our being, O sublime Master of love, Redeemer of life, let me have no longer any other consciousness than of Thee at every instant and in each being."
Prayers and Meditations,Mirra Alfassa,"When I do not live solely with Thy life, I agonise, I sink slowly towards extinction; for Thou art my only reason for existence, my one goal, my single support."
Prayers and Meditations,Mirra Alfassa,I am like a timid bird not yet sure of its wings and hesitating to take its flight; let me soar to reach definitive identity with Thee.
Prayers and Meditations,Mirra Alfassa,"IT is Thy Presence in every being, O divine Master of love, that makes it possible for every man, even the most cruel, to be open to pity and even the most vile to respect, almost despite himself, honour and justice."
Prayers and Meditations,Mirra Alfassa,"It is Thou who, beyond all conventions and prejudices, illuminest with a special light, divine and pure, all that we are and all that we do, and makest us see clearly the difference between what we actually are and what we could be."
Prayers and Meditations,Mirra Alfassa,"Thou art the impassable barrier set up against the excess of evil, darkness and ill-will; Thou art the living hope in every heart of all possible and future perfections."
Prayers and Meditations,Mirra Alfassa,To Thee all the fervour of my adoration.
Prayers and Meditations,Mirra Alfassa,"Thou art the gateway within reach of our conception leading to unsuspected and inconceivable splendours, splendours which will be revealed to us progressively."
Prayers and Meditations,Mirra Alfassa,"ALL that is conscious within me belongs unreservedly to Thee, and gradually I shall strive always harder to conquer the subconscient, the yet dark bedrock."
Prayers and Meditations,Mirra Alfassa,"O divine Master of love, eternal Teacher, Thou guidest our lives."
Prayers and Meditations,Mirra Alfassa,"It is in Thee alone and for Thee alone that we want to live; enlighten our consciousness, guide our steps, and grant that we may do the utmost we can, using all our energies solely to serve Thee."
Prayers and Meditations,Mirra Alfassa,"EVERY morning may our thought rise fervently towards Thee, asking Thee how we can manifest and serve Thee best."
Prayers and Meditations,Mirra Alfassa,"At every moment in the manifold choices which we can make and which, despite their apparent insignificance, are always of great importance — since according to our decision we become subject to one category of determinisms or another — at every moment may our attitude be such that Thy divine Will may determine our choice and that thus it may be Thou who directest our entire life."
Prayers and Meditations,Mirra Alfassa,"According to the consciousness in which we are when taking a decision, we become subject to the determinism of the order of realities in which we are conscious; whence the consequences, often unforeseen and troublesome, that are contradictory to the general orientation of one’s life and form obstacles which are sometimes terrible to overcome later."
Prayers and Meditations,Mirra Alfassa,"Therefore, O Lord, Divine Master of love, we want to be conscious of Thee and Thee alone, be identified with Thy supreme law each time we take a decision, each time we choose, so that it may be Thy Will which moves us, and that our life be thus effectively and integrally consecrated to Thee."
Prayers and Meditations,Mirra Alfassa,"In Thy Light we shall see, in Thy Knowledge we shall know, in Thy Will we shall realise."
Prayers and Meditations,Mirra Alfassa,"I TURN towards Thee who art everywhere and within all and outside all, intimate essence of all and remote from all, centre of condensation for all energies, creator of conscious individualities: I turn towards Thee and salute Thee, O liberator of the worlds, and, identified with Thy divine love, I contemplate the earth and its creatures, this mass of substance put into forms perpetually destroyed and renewed, this swarming mass of aggregates which are dissolved as soon as constituted, of beings who imagine that they are conscient and permanent individualities and who are as ephemeral as a breath, always alike or almost the same, in their diversity, repeating indefinitely the same desires, the same tendencies, the same appetites, the same ignorant errors."
Prayers and Meditations,Mirra Alfassa,"But from time to time Thy sublime light shines in a being and radiates through him over the world, and then a little wisdom, a little knowledge, a little disinterested faith, heroism and compassion penetrates men’s hearts, transforms their minds and sets free a few elements from that sorrowful and implacable wheel of existence to which their blind ignorance subjects them."
Prayers and Meditations,Mirra Alfassa,"But how much greater a splendour than all that have gone before, how marvellous a glory and light would be needed to draw these beings out of the horrible aberration in which they are plunged by the life of cities and so-called civilisations!"
Prayers and Meditations,Mirra Alfassa,"What a formidable and, at the same time, divinely sweet puissance would be needed to turn aside all these wills from the bitter struggle for their selfish,  mean and foolish satisfactions, to snatch them from this vortex which hides death behind its treacherous glitter, and turn them towards Thy conquering harmony!"
Prayers and Meditations,Mirra Alfassa,"O Lord, eternal Master, enlighten us, guide our steps, show us the way towards the realisation of Thy law, towards the accomplishment of Thy work."
Prayers and Meditations,Mirra Alfassa,I adore Thee in silence and listen to Thee in a religious concentration.
Prayers and Meditations,Mirra Alfassa,"O LORD, I would like to be so ardent a love that all lonelinesses may be filled up by it and all sorrows soothed."
Prayers and Meditations,Mirra Alfassa,"O Lord, I cry unto Thee: Make me a burning brazier which consumes all suffering and transforms it into joyous light irradiating the hearts of all!"
Prayers and Meditations,Mirra Alfassa,Grant my prayer: Transform me into a brazier of pure love and boundless compassion.
Prayers and Meditations,Mirra Alfassa,"WHAT could be said that is not always the very same aspiration: the law of divine love, the purest expression of what we can conceive of Thee, must be realised more and more upon earth and triumph over all ignorant egoism; we must become more and more perfectly the faithful servitors of that power of love and light, we must live in it, by it; that alone must live and act in us."
Prayers and Meditations,Mirra Alfassa,"O Lord, become the sovereign Master of our lives and dispel all the obscurities which can still prevent us from seeing Thee and constantly communing with Thee."
Prayers and Meditations,Mirra Alfassa,"Liberate us from all ignorance, liberate us from ourselves that we may open wide the doors of Thy glorious manifestation."
Prayers and Meditations,Mirra Alfassa,"FOR him who, by being integrally united with Thee, is constantly conscious of what expresses Thee most perfectly in action considering the circumstances, no external rule is any longer necessary."
Prayers and Meditations,Mirra Alfassa,"The principles of life are in sum only makeshifts for diminishing as far as possible the ignorance of those who do not know Thee yet, and for counteracting somehow or other the moments of blindness and obscurity of those who have only an intermittent contact with Thee."
Prayers and Meditations,Mirra Alfassa,"To make rules for oneself and to make them as general, that is, as supple as possible, is good, but provided one considers them only as artificial lights which should not be used except when the full natural light of communion with Thee fails."
Prayers and Meditations,Mirra Alfassa,"Besides, a constant revision of these rules is imperative, for they can be only the expression of a present knowledge and must necessarily gain by all growth and improvement of knowledge."
Prayers and Meditations,Mirra Alfassa,"That is why when meditating upon the attitude one should have towards all those who come to us, in order not only to refrain from doing them any harm but, above all, to strive to do them the utmost possible good — that is, to help them as best one can in making the supreme discovery, the discovery of Thee within them — I saw clearly that no rule was vast and supple enough to be perfectly adapted to Thy law, and that the only true solution was to be always in communion with Thee, so that it could be adapted perfectly to all the infinite variety of circumstances."
Prayers and Meditations,Mirra Alfassa,"O LORD, sweet Master of love, Thou who bringest us out of the darkness to awaken us to consciousness, who deliverest us from suffering to make us commune within Thy eternal peace, every morning my aspiration soars ardently towards Thee, and I implore that my being, integrally awake to Thy knowledge, may now live only by Thee, in Thee, for Thee; I implore that more and more perfectly identified with Thee, I may now be only Thyself manifested in word and act; I implore that all those who come to us, all who are in contact with us, may awaken to the full knowledge of Thy divine presence, Thy sovereign law, and let themselves be definitively transformed by it; I implore that all men upon earth, in spite of their bitter suffering, may feel dawning in it the sublime consolation of Thy light and love, and the marvellous comfort of Thy peace; I implore that every substance impregnated more and more by Thy sovereign forces may put up an everdiminishing resistance of blind ignorance against Thee, and that triumphing over all darkness Thou mayst transfigure definitively and integrally this universe of strife and anguish into a universe of harmony and peace."
Prayers and Meditations,Mirra Alfassa,So that Thy law may be fulfilled.
Prayers and Meditations,Mirra Alfassa,"WHATEVER names may be given to Thee, O Lord, by the elite of humanity, athirst for something absolute, ´ it seeks ardently for Thee."
Prayers and Meditations,Mirra Alfassa,"Even those who seem to move farthest away from Thee, even those who are exclusively occupied with themselves, are they not searching for an absolute in sensation, an absolute in satisfaction, and in spite of its vanity that search also can some day lead to Thee; Thou art far too much at the core, at the heart of all things for even the very worst egoisms not to be transformed by Thee into aspirations."
Prayers and Meditations,Mirra Alfassa,"The only thing we must fear and avoid is the inertia of inconscience, of blind and heavy ignorance."
Prayers and Meditations,Mirra Alfassa,That state lies at the very bottom of the infinite ladder that rises towards Thee.
Prayers and Meditations,Mirra Alfassa,And all Thy effort consists in pulling Matter out of this primeval darkness so as to awaken it to consciousness.
Prayers and Meditations,Mirra Alfassa,Even passion is preferable to inconscience.
Prayers and Meditations,Mirra Alfassa,We must therefore go constantly forward to conquer that universal bedrock of inconscience and through our own organism transform it gradually into luminous consciousness.
Prayers and Meditations,Mirra Alfassa,"O Lord, sweet Master of love, Thou whom I see so living, so conscious within all things, I adore Thee with a boundless devotion."
Prayers and Meditations,Mirra Alfassa,"WITH peace in our hearts, with light in our minds, we feel Thee, O Lord, so living within us that we await events with serenity, knowing that Thy path is everywhere, since we carry it in our own being, and that in all circumstances we can become the heralds of Thy word, the servitors of Thy work."
Prayers and Meditations,Mirra Alfassa,With a calm and pure devotion we hail Thee and recognise Thee as the sole reality of our being.
Prayers and Meditations,Mirra Alfassa,"AS soon as one rises above the perception of contingencies, as soon as one’s consciousness is identified with Thy supreme consciousness and one enters thus into that omniscience which I cannot define except as absolute Knowledge, how easy and even a little childish seem all those problems about what should or should not be done, about all the resolutions to be taken."
Prayers and Meditations,Mirra Alfassa,"From the standpoint of the eternal work, the one thing important is to become conscious of Thee, to identify oneself with Thee and to maintain that conscious identification constantly."
Prayers and Meditations,Mirra Alfassa,"But as to what best use can be made of our physical organism, Thy mode of manifestation upon earth, it is quite enough, when Thou alone art conscious within us, to turn the gaze to the body in order to know beyond all doubt what is the best thing it can do, what activity will most fully utilise all its energies."
Prayers and Meditations,Mirra Alfassa,"And without attaching much importance to that activity, that altogether relative utilisation, one can take without any difficulty, any inner debate, decisions which, to the outer consciousness appear the boldest and most dangerous."
Prayers and Meditations,Mirra Alfassa,How simple everything is for him who sees all things from the height of Thy eternity!
Prayers and Meditations,Mirra Alfassa,"I hail Thee, O Lord, with a joyful and trusting devotion."
Prayers and Meditations,Mirra Alfassa,May the peace of Thy divine love be with all beings.
Prayers and Meditations,Mirra Alfassa,"WHEN, conscious with Thy supreme consciousness, one considers all earthly circumstances, one sees their complete relativity and says, “To do this thing or that, after all that is not of much importance; yet a particular mode of action will be the best utilisation of a certain faculty, a certain temperament."
Prayers and Meditations,Mirra Alfassa,"All actions, whatever they may be, even the most contradictory in appearance, can be an expression of Thy law to the extent that they are infused with the consciousness of that law, which is not a law of practical application that can be translated into principles or rules in the ordinary human consciousness but a law of attitude, of a constant and prevailing consciousness, something that cannot be expressed in formulas but may be lived.” But as soon as one falls back into the ordinary consciousness, nothing should be treated lightly and with indifference, the least circumstances, the smallest acts have a great importance and should be seriously considered; for we must try at every moment to do that which will make the identification of our consciousness with the eternal consciousness easy, and avoid carefully all that could be an obstacle to this identification."
Prayers and Meditations,Mirra Alfassa,It is then that the rules of conduct having as their foundation perfect personal disinterestedness should find their full value.
Prayers and Meditations,Mirra Alfassa,"With peace in my heart, with light in my mind, the hope born of certitude in all my being, I greet Thee, O Lord, divine Master of eternal love."
Prayers and Meditations,Mirra Alfassa,Thou art the reason of our existence and our goal.
Prayers and Meditations,Mirra Alfassa,"IN the silence of an intense concentration I would unite my consciousness with Thy absolute consciousness, I would identify myself with Thee, O sovereign Lord of our being, divine Master of love, so that Thy law may become clear and perceptible to us and we may live only by it and for it."
Prayers and Meditations,Mirra Alfassa,"How beautiful, grand, simple and calm everything is in the hours when my thought takes its flight to Thee and unites with Thee!"
Prayers and Meditations,Mirra Alfassa,"And from the day it becomes possible for us to keep this supreme clear-sightedness constantly, with what an airy and yet sure step we shall walk through life above all obstacles and unhesitatingly!"
Prayers and Meditations,Mirra Alfassa,"For, — this I know through experience — all doubt, all hesitation ceases the very moment one is conscious of Thy law; and if one perceives clearly the extreme relativity of all human action, one knows at the same time, with exactitude and precision, which action is the least relative in regard to one’s body and one’s own way of acting ."
Prayers and Meditations,Mirra Alfassa,and all obstacles really vanish as if by magic.
Prayers and Meditations,Mirra Alfassa,"All our efforts, O Lord, will henceforth be bent on an ever more constant realisation of this marvellous state."
Prayers and Meditations,Mirra Alfassa,May the peace of Thy certitude awaken in every heart!
Prayers and Meditations,Mirra Alfassa,"PEACE, peace upon all the earth!"
Prayers and Meditations,Mirra Alfassa,"May all escape from the ordinary consciousness and be delivered from the attachment for material things; may they awake to the knowledge of Thy divine presence, unite themselves with Thy supreme consciousness and taste the plenitude of peace that springs from it."
Prayers and Meditations,Mirra Alfassa,"Lord, Thou art the sovereign Master of our being."
Prayers and Meditations,Mirra Alfassa,"Thy law is our law, and with all our strength we aspire to identify our consciousness with Thy eternal consciousness, that we may accomplish Thy sublime work in each thing and at every moment."
Prayers and Meditations,Mirra Alfassa,"Lord, deliver us from all care for contingencies, deliver us from the ordinary outlook on things."
Prayers and Meditations,Mirra Alfassa,Grant that we may henceforth see only with Thy eyes and act only by Thy will.
Prayers and Meditations,Mirra Alfassa,Transform us into living torches of Thy divine love.
Prayers and Meditations,Mirra Alfassa,"With reverence, with devotion, in a joyful consecration of my whole being I give myself, O Lord, to the fulfilment of Thy law."
Prayers and Meditations,Mirra Alfassa,"Peace, peace upon all the earth!"
Prayers and Meditations,Mirra Alfassa,"O THOU, sole Reality, Light of our light and Life of our life, Love supreme, Saviour of the world, grant that more and more I may be perfectly awakened into the awareness of Thy constant presence."
Prayers and Meditations,Mirra Alfassa,Let all my acts conform to Thy law; let there be no difference between my will and Thine.
Prayers and Meditations,Mirra Alfassa,"Extricate me from the illusory consciousness of my mind, from its world of fantasies; let me identify my consciousness with the Absolute Consciousness, for that art Thou."
Prayers and Meditations,Mirra Alfassa,"Give me constancy in the will to attain the end, give me firmness and energy and the courage which shakes off all torpor and lassitude."
Prayers and Meditations,Mirra Alfassa,"Give me the peace of perfect disinterestedness, the peace that makes Thy presence felt and Thy intervention effective, the peace that is ever victorious over all bad will and every obscurity."
Prayers and Meditations,Mirra Alfassa,"Grant, I implore Thee, that all in my being may be identified with Thee."
Prayers and Meditations,Mirra Alfassa,May I be nothing else any more than a flame of love utterly awakened to a supreme realisation of Thee.
Prayers and Meditations,Mirra Alfassa,"O SUPREME, sole Reality, true Consciousness, permanent Oneness, sovereign repose of perfect light, with what an intensity I aspire to be conscious of only Thee, to be only Thyself."
Prayers and Meditations,Mirra Alfassa,"This incessant whirl of unreal personalities, this multiplicity, this complexity, this excessive inextricable confusion of conflicting thoughts, struggling tendencies, battling desires, seems to me more and more frightful."
Prayers and Meditations,Mirra Alfassa,"I must emerge from this raging sea, land on Thy serene and peaceful shore."
Prayers and Meditations,Mirra Alfassa,Give me the energy of an indefatigable swimmer.
Prayers and Meditations,Mirra Alfassa,I would conquer Thee however great may be the effort needed for that.
Prayers and Meditations,Mirra Alfassa,"O Lord, ignorance must be vanquished, illusion dispelled, this sorrowful universe must come out of its hideous nightmare, end its terrible dream, and awaken at last to the consciousness of Thy sole Reality."
Prayers and Meditations,Mirra Alfassa,"O immutable Peace, deliver men from ignorance; may Thy plenary and pure Light reign everywhere!"
Prayers and Meditations,Mirra Alfassa,"O LORD, how ardently my aspiration rises to Thee: give us the full consciousness of Thy law, the constant perception of Thy will, so that our decision may be Thy decision and our life solely consecrated to Thy service and as perfect an expression as possible of Thy inspiration."
Prayers and Meditations,Mirra Alfassa,"O Lord, dispel all darkness, all blindness; may every one enjoy the calm certitude that Thy divine illumination brings!"
Prayers and Meditations,Mirra Alfassa,"O LORD, be ever present in my thought!"
Prayers and Meditations,Mirra Alfassa,"Not that I ask this of Thee, for I know that Thy Presence is constant and sovereign, I know that all we see and all that escapes our sight is just what it is only through Thy marvellous intervention, because of Thy divine law of love; but I say this and repeat it, I implore, in order to escape from forgetfulness and negligence."
Prayers and Meditations,Mirra Alfassa,Oh!
Prayers and Meditations,Mirra Alfassa,"to become Thy living love so powerfully as to transfigure and illumine all things, so completely as to awaken peace and benevolent satisfaction in all."
Prayers and Meditations,Mirra Alfassa,"Oh, to become Thy divine love, pure and clearsighted, to be that always and everywhere!"
Prayers and Meditations,Mirra Alfassa,"THE only thing that is important, the one thing that counts, is the will to be identified more and more completely with Thee, to unite our consciousness with Thy absolute Consciousness, to be more and more the peaceful, calm, disinterested, strong servitor of Thy sovereign law, Thy loving Will."
Prayers and Meditations,Mirra Alfassa,"O Lord, give me the peace of perfect disinterestedness, the peace which makes Thy Presence effective, Thy intervention efficacious, the Peace ever triumphant over all bad will, all obscurity."
Prayers and Meditations,Mirra Alfassa,"Lord, very humbly I pray to Thee that I may be equal to my task, that nothing in me, conscious or unconscious, may betray Thee by neglecting to serve Thy sacred mission."
Prayers and Meditations,Mirra Alfassa,"In a silent devotion, I bow to Thee."
Prayers and Meditations,Mirra Alfassa,"EVERY day, every moment should be an occasion for a new and completer consecration, and not one of those enthusiastic and flurried consecrations, over-active, full of illusions about the work, but a deep and silent consecration which is not necessarily visible but penetrates and transfigures all action."
Prayers and Meditations,Mirra Alfassa,"Our mind, solitary and peaceful, should always repose in Thee and from that pure summit have the exact perception of realities, of the sole and eternal Reality behind all unstable and fleeting appearances."
Prayers and Meditations,Mirra Alfassa,"O Lord, my heart is purified of all uneasiness and anguish; it is steady and calm and sees Thee in all things; and whatever our outer actions may be, whatever the circumstances the future has in store for us, I know that Thou alone livest, that Thou alone art real in Thy immutable permanence and it is in Thee that we live."
Prayers and Meditations,Mirra Alfassa,May there be peace upon all the earth.
Prayers and Meditations,Mirra Alfassa,"WHEN I was a child of about thirteen, for nearly a year every night as soon as I had gone to bed it seemed to me that I went out of my body and rose straight up above the house, then above the city, very high above."
Prayers and Meditations,Mirra Alfassa,"Then I used to see myself clad in a magnificent golden robe, much longer than myself; and as I rose higher, the robe would stretch, spreading out in a circle around me to form a kind of immense roof over the city."
Prayers and Meditations,Mirra Alfassa,"Then I would see men, women, children, old men, the sick, the unfortunate coming out from every side; they would gather under the outspread robe, begging for help, telling of their miseries, their suffering, their hardships."
Prayers and Meditations,Mirra Alfassa,"In reply, the robe, supple and alive, would extend towards each one of them individually, and as soon as they had touched it, they were comforted or healed, and went back into their bodies happier and stronger than they had come out of them."
Prayers and Meditations,Mirra Alfassa,"Nothing seemed more beautiful to me, nothing could make me happier; and all the activities of the day seemed dull and colourless and without any real life, beside this activity of the night which was the true life for me."
Prayers and Meditations,Mirra Alfassa,"Often while I was rising up in this way, I used to see at my left an old man, silent and still, who looked at me with kindly affection and encouraged me by his presence."
Prayers and Meditations,Mirra Alfassa,"This old man, dressed in a long dark purple robe, was the personification — as I came to know later — of him who is called the Man of Sorrows."
Prayers and Meditations,Mirra Alfassa,"Now that deep experience, that almost inexpressible reality, is translated in my mind by other ideas which I may describe in this way: Many a time in the day and night it seems to me that I am, or rather my consciousness is, concentrated entirely in my heart which is no longer an organ, not even a feeling, but the divine Love, impersonal, eternal; and being this Love I feel myself living at the centre of each thing upon the entire earth, and at the same time I seem to stretch out immense, infinite arms and envelop with a boundless tenderness all beings, clasped, gathered, nestled on my breast that is vaster than the universe."
Prayers and Meditations,Mirra Alfassa,"Words are poor and clumsy, O divine Master, and mental transcriptions are always childish."
Prayers and Meditations,Mirra Alfassa,"But my aspiration to Thee is constant, and truly speaking, it is very often Thou and Thou alone who livest in this body, this imperfect means of manifesting Thee."
Prayers and Meditations,Mirra Alfassa,May all beings be happy in the peace of Thy illumination!
Prayers and Meditations,Mirra Alfassa,"GRANT O Lord, that we may be more and more conscious of Thy law, that is, be one with it, so that we may foster its manifestation in all things."
Prayers and Meditations,Mirra Alfassa,"Lord, grant that I may become master of my vagabond thought, that living in Thee I may see life only through Thee, and the illusion of material reality may come to an end and be replaced by a perception more in conformity with Thy eternal reality."
Prayers and Meditations,Mirra Alfassa,"Let me live constantly in Thy divine Love, so that it may live in me and through me."
Prayers and Meditations,Mirra Alfassa,Grant that I may be an efficient and clear-sighted collaborator and that everything within me may foster the plenitude of Thy manifestation.
Prayers and Meditations,Mirra Alfassa,"I know all my imperfections, my difficulties, my weaknesses, I feel all my ignorance, but I put my full trust in Thee and bow down before Thee in silent devotion."
Prayers and Meditations,Mirra Alfassa,"- HE who wants to serve Thee worthily should not be attached to anything, not even to those activities which enable him to commune more consciously with Thee."
Prayers and Meditations,Mirra Alfassa,"But if as a result of the totality of circumstances, material things still take a greater place in life than usual, one must know how not to become absorbed by them, how to keep in one’s inmost heart the clear vision of Thy presence and live constantly in that serene peace which nothing can disturb."
Prayers and Meditations,Mirra Alfassa,"Oh, to do everything seeing only Thee everywhere and thus soar above the act that has been carried out, without letting any chain that holds us prisoners to the earth burden our flight."
Prayers and Meditations,Mirra Alfassa,"O Lord, grant that the offering I make to Thee of my being may be integral and effective."
Prayers and Meditations,Mirra Alfassa,"With a respectful and loving devotion I bow down before Thee, O ineffable Essence, inconceivable Reality, Nameless One."
Prayers and Meditations,Mirra Alfassa,"O LORD, I sense the infinite happiness which is the portion of those whose life is entirely consecrated to Thee."
Prayers and Meditations,Mirra Alfassa,And this does not depend upon outer circumstances but on one’s own state of being and its greater or lesser degree of illumination.
Prayers and Meditations,Mirra Alfassa,"A perfect consecration to Thy law cannot but bring about modifications in the totality of circumstances, yet it is not these which make possible and express this perfect consecration."
Prayers and Meditations,Mirra Alfassa,"I mean that it is not under certain circumstances, always the same for all, that Thy law is manifested; for every one this manifestation is different according to his temperament, that is, according to the mission which for the moment is assigned to him in physical life."
Prayers and Meditations,Mirra Alfassa,"But what is unchangeable and universal is the happy peace, the luminous and immutable serenity of all those who are solely consecrated to Thee, who no longer have any darkness, ignorance, egoistic attachment or bad will in them."
Prayers and Meditations,Mirra Alfassa,"Oh, may all awake to this divine peace."
Prayers and Meditations,Mirra Alfassa,"IT is in one’s own self that all the obstacles lie, it is in one’s own self that all the difficulties are found, it is in one’s own self that there is all the darkness and ignorance."
Prayers and Meditations,Mirra Alfassa,"Were we to travel throughout the earth, were we to go and bury ourselves in some solitude, break with all our habits, lead the most ascetic life, yet if some bond of illusion held back our consciousness far from Thy absolute Consciousness, if some egoistic attachment cut us off from the integral communion with Thy divine Love, we would be no nearer Thee despite all outer circumstances."
Prayers and Meditations,Mirra Alfassa,Can any circumstances be considered more or less favourable?
Prayers and Meditations,Mirra Alfassa,I doubt it; it is the idea we have about them which enables us to profit much or little by the lessons they give us.
Prayers and Meditations,Mirra Alfassa,"O Lord, I implore Thee!"
Prayers and Meditations,Mirra Alfassa,"Grant that I may be perfectly conscious and master of all that constitutes this personality, so that I may be delivered from myself and Thou alone mayst live and act through these multiple elements."
Prayers and Meditations,Mirra Alfassa,"To live in Love, by Love, for Love, indissolubly united to Thy highest manifestation."
Prayers and Meditations,Mirra Alfassa,"Always more light, more beauty, more truth!"
Prayers and Meditations,Mirra Alfassa,"AS the day of departure draws near, I enter into a kind of self-communion; I turn with a fond solemnity towards all those thousand little nothings around us which have silently, for so many years, played their role of faithful friends; I thank them gratefully for all the charm they were able to give to the outer side of our life; I wish that if they are destined to pass into other hands than ours for any length of time, these hands may be gentle to them and know all the respect that is due to what Thy divine Love, O Lord, has brought out from the dark inconscience of chaos."
Prayers and Meditations,Mirra Alfassa,Then I turn towards the future and my gaze becomes more solemn still.
Prayers and Meditations,Mirra Alfassa,"What it holds in store for us I do not know nor care to know; outer circumstances have no importance at all; my only wish is that this may be for us the beginning of a new inner period in which, more detached from material things, we could be more conscious of Thy law and more one-pointedly consecrated to its manifestation; that it may be a period of greater light, greater love, of a more perfect dedication to Thy cause."
Prayers and Meditations,Mirra Alfassa,In a silent adoration I contemplate Thee.
Prayers and Meditations,Mirra Alfassa,"IT is likely to be the last time for a long while that I am writing at this table, in this calm room all charged with Thy Presence."
Prayers and Meditations,Mirra Alfassa,For the next three days I shall probably not be able to write.
Prayers and Meditations,Mirra Alfassa,"In an indrawn state I contemplate this turning page, vanishing into the dream of the past and look at the new page all full potentially of the dream of the future."
Prayers and Meditations,Mirra Alfassa,"And yet how trifling this seems, how childish and unimportant, when seen in the light of Thy eternity."
Prayers and Meditations,Mirra Alfassa,The only thing that is important is to obey Thy law with love and joy.
Prayers and Meditations,Mirra Alfassa,"O Lord, grant that everything in us may adore and serve Thee."
Prayers and Meditations,Mirra Alfassa,May Peace be with all!
Prayers and Meditations,Mirra Alfassa,"Geneva,   AFTER having suffered acutely from their suffering, I turned towards Thee, trying to heal it by infusing into it a little of that divine Love which is the source of all peace and all happiness."
Prayers and Meditations,Mirra Alfassa,"We must not run away from suffering, we must not love and cultivate it either, we must learn how to go deep down into it sufficiently to turn it into a lever powerful enough for us to force open the doors of the eternal consciousness and enter the serenity of Thy unchanging Oneness."
Prayers and Meditations,Mirra Alfassa,"Surely this sentimental and physical attachment which causes an agonizing wrench when bodies are separated, is childish from a certain point of view, when we contemplate the impermanence of outer forms and the reality of Thy essential Oneness; but, on the other hand, is not this attachment, this personal affection, an unconscious effort in men to realise outwardly, as far as possible, that fundamental oneness towards which they always move without even being aware of it?"
Prayers and Meditations,Mirra Alfassa,"And precisely because of that, is not the suffering that separation brings one of the most effective means of transcending this outer consciousness, of replacing this superficial attachment by the integral realisation of Thy eternal Oneness?"
Prayers and Meditations,Mirra Alfassa,"This is what I wished for them all; this is what I ardently willed for them, and that is why, assured of Thy victory, certain of Thy triumph, I confided their grief to Thee that by illuminating it Thou mayst heal it."
Prayers and Meditations,Mirra Alfassa,"O Lord, grant that all this beauty of affection and tenderness may be transformed into glorious knowledge."
Prayers and Meditations,Mirra Alfassa,Grant that the best may emerge from everything and Thy happy Peace reign over the earth.
Prayers and Meditations,Mirra Alfassa,"On board the “Kaga Maru”,   THOU wert with us yesterday as the most marvellous of protections; Thou didst permit Thy law to triumph even in the most external manifestation."
Prayers and Meditations,Mirra Alfassa,"Violence was answered by calm, brutality by the strength of sweetness; and where an irreparable disaster would have occurred, Thy power was glorified."
Prayers and Meditations,Mirra Alfassa,"O Lord, with what fervent gratitude did I greet Thy Presence."
Prayers and Meditations,Mirra Alfassa,"It was for me the sure sign that we would have the strength to act, to think, to live in Thy name and for Thee; not only in intention and will, but effectively in an integral realisation."
Prayers and Meditations,Mirra Alfassa,"This morning my prayer rises to Thee, always with the same aspiration: to live Thy love, to radiate Thy love, with such potency and effectiveness that all may feel fortified, regenerated and illumined by our contact."
Prayers and Meditations,Mirra Alfassa,"To have power to heal life, to relieve suffering, to generate peace and calm confidence, to efface anguish and replace it by the sense of the one true happiness, the happiness that is founded in Thee and never fades."
Prayers and Meditations,Mirra Alfassa,"O Lord, O marvellous Friend, O all-powerful Master, penetrate all our being, transfigure it till Thou alone livest in us and through us!"
